poster_path,genres,director,mainCharactor,introduction,mainCharactorID,directorID,액션,모험,판타지,가족,애니메이션,코미디,SF,드라마,공포,스릴러,범죄,미스터리,음악,역사,TV 영화,전쟁,로맨스,다큐멘터리,서부,predict
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220706_13%2F1657085444162ltIam_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['드라마'],로버트 에거스,알렉산더 스카스가드,"10세기 아이슬란드, 숙부를 향한 '암레트' 왕자의 복수극을 그린 영화",3560,3160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.57877684
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220808_298%2F1659936886856qhg4O_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['드라마'],이시이 유야,나카노 타이카,"고등학교 친구로 만나 결혼한 아츠히사와 나츠미. 사랑스러운 딸 스즈. 익숙함을 너머 고요했던 그들의 일상이 하루아침에 깨진다. “다른 사람을 사랑하고 있어” 나츠미의 고백에 어떤 말도 하지 못하는 아츠히사. 원망도, 분노도, 애원도 그저 입안에서 맴돌 뿐이다. 결국 토해내지 못한 진심은 돌이킬 수 없는 비극으로 이어지는데… 말하고 싶어. 하고 싶은데 목소리가 나오질 않아. 마음속으론 울고 있어. 하지만 눈물이 안 나.",3562,3162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.57877743
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220818_300%2F166081239217958DoC_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['액션', '드라마', '스릴러']",팀 서튼,샘 워싱턴,‘샤이엔족’ 말살이라는 추악한 임무들로 인해 당대 최악의 살인마가 된 ‘아이작 르메이’ 혈육에 얽힌 저주 때문에 죽을 위기에 놓인 그는 살기 위한 일생일대의 살인 계획을 진행하는데…,3563,3163,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5423155
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220822_253%2F16611556683390tMNR_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['다큐멘터리'],티에리 로로,임지영,전세계로 뻗어 나가고 있는 젊은 한국 클래식 음악가들의 노력과 도전에 대한 놀라운 이야기,3564,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5092522
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220805_152%2F1659687880636DGnx5_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['스릴러', '범죄']",애덤 메이슨,K.J. 아파,"락다운 213주 차의 LA, COVID-23 변이 바이러스가 퍼진 세상에서 사랑하는 사람을 지키기 위한 현재진행형 재난 스릴러",3565,3165,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.58587736
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220812_282%2F16602838609311HXpj_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['액션', '코미디']",이석훈,현빈,"공조 이즈 백! 이번엔 삼각 공조다! 남한으로 숨어든 글로벌 범죄 조직을 잡기 위해 새로운 공조 수사에 투입된 북한 형사 ‘림철령’(현빈). 수사 중의 실수로 사이버수사대로 전출됐던 남한 형사 ‘강진태’(유해진)는 광수대 복귀를 위해 모두가 기피하는 ‘철령’의 파트너를 자청한다. 이렇게 다시 공조하게 된 ‘철령’과 ‘진태’! ‘철령’과 재회한 ‘민영’(임윤아)의 마음도 불타오르는 가운데, ‘철령’과 ‘진태’는 여전히 서로의 속내를 의심하면서도 나름 그럴싸한 공조 수사를 펼친다. 드디어 범죄 조직 리더인 ‘장명준’(진선규)의 은신처를 찾아내려는 찰나, 미국에서 날아온 FBI 소속 ‘잭’(다니엘 헤니)이 그들 앞에 나타나는데…! 아직도 짠내 나는 남한 형사, 여전한 엘리트 북한 형사, 그리고 FBI 소속 해외파 형사까지! 각자의 목적으로 뭉친 그들의 짜릿한 공조 수사가 시작된다!",3566,3166,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51248443
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220804_150%2F1659579599678eRHpT_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['스릴러', '공포']",스콧 데릭슨,에단 호크,"사라진 아이들, 고장 난 전화기, 죽은 친구들과의 통화 전화가 울리면 반드시 받을 것",3567,3167,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.605497
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220818_42%2F1660802415624XS47a_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['드라마'],프랑소와 오종,소피 마르소,갑자기 쓰러진 아빠 ‘앙드레’로부터 자신의 죽음을 도와 달라고 부탁받은 딸 ‘엠마뉘엘’. 끝을 선택하고 시작된 조금 다른 작별에 관한 이야기를 담은 프랑수아 오종 감독의 품위 있는 마스터피스,3568,3168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5787792
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220823_208%2F1661241356759dgEhO_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['액션', '드라마']",류승완,김윤석,"내전으로 고립된 낯선 도시, 모가디슈 지금부터 우리의 목표는 오로지 생존이다! 대한민국이 UN가입을 위해 동분서주하던 시기 1991년 소말리아의 수도 모가디슈에서는 일촉즉발의 내전이 일어난다. 통신마저 끊긴 그 곳에 고립된 대한민국 대사관의 직원과 가족들은 총알과 포탄이 빗발치는 가운데, 살아남기 위해 하루하루를 버텨낸다. 그러던 어느 날 밤, 북한 대사관의 일행들이 도움을 요청하며 문을 두드리는데… 목표는 하나, 모가디슈에서 탈출해야 한다!",3569,3169,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.59126496
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220819_270%2F1660898447744eIOT6_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['액션', '드라마']",김세성,주영호,"번번이 오디션에 탈락하는 무명배우 기삼. 자신과 반대로 모든 일에 승승장구하며 할리우드 진출까지 앞둔 스타 운철이 부럽기만 하다. 그러던 어느 날, 기삼은 운을 빼앗을 수 있는 신비한 부적의 존재를 알게 되고, 운철의 모든 행운 역시 자신의 운을 빼앗아 간 부적의 효과임을 알게 되는데… 운을 빼앗은 놈 그리고, 운을 빼앗긴 놈 성공하고 싶은 자, 부적을 손에 넣어라!",3570,3170,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.59126514
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220816_292%2F1660634229402BCRfe_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['애니메이션'],김호락,소연,"평화로운 라이트시티, 공찬과 친구들은 학교 앞에서 미니공룡을 팔고 있는 정체불명의 상인들을 발견한다. 그들의 정체는 바로 사라진 줄 알았던 악당, 어부바단! 시간 여행을 할 수 있는 타임큐브를 이용해 공룡시대의 공룡들을 미니공룡으로 만들어 데려 온 뒤, 거대화 시켜 지구를 공격해 온다! 한편, 과거로 돌아간 어부바단이 6,500만 년 전의 젊은 주관장을 공격해 쥬라기캅스의 탄생을 막아 현재의 쥬라기캅스를 소멸시켜버리고 공찬 일행도 타임큐브를 별별해적단에 빼앗겨 공룡시대에 갇히고 만다. 공찬 엄마의 노력으로 공룡시대에서 탈출해 쥬라기캅스의 부활에 성공한 공찬과 친구들! 현재로 돌아와 메카 공룡으로 도시를 공격하는 어부바단과 지구의 운명이 걸린 최종 결투를 벌이게 된다.",3571,3171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5092543
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220822_125%2F1661156316564qPyti_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['드라마'],이재은,김주아,"기숙사 생활을 하며 삼행시 클럽을 만들어 고등학교 생활을 함께 지낸 김민영, 유정희, 최수산나. 영원할 것 같았던 그들의 우정도 졸업과 동시에 각자의 다른 생활 속에서 관계가 소원해진다. 다른 지역에서 대학을 다니는 민영이 갑자기 정희를 집으로 초대하고, 정희는 기쁜 마음으로 민영을 찾아가지만, 자신의 기말 성적을 정정하느라 바쁜 민영에게 정희는 안중에도 없다. 정희는 ‘그럼에도 불구하고’ 민영을 기다린다. 과연 정희와 민영은 다시 예전으로 돌아갈 수 있을까?",3573,3173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5787806
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220812_25%2F1660266168854aRqfC_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['애니메이션'],정길훈,김서영,"엄마 까투리와 꺼병이 4남매는 평화로웠던 숲이 아파트 개발로 위험해지자, 정든 보금자리를 뒤로하고 서둘러 이사를 결심한다. 건너편 산으로 가기 위해서는 위험천만한 도시 한 가운데를 지나야만 하는 상황! 다행히 쥐돌이 가족의 도움으로 하룻밤 안식처를 구하지만, 그것도 잠시… 호시탐탐 꺼병이들을 노리는 도시 길냥이들을 엄마가 혼쭐 내주는 사이, 꺼병이들은 사라져버리고, 아이들을 찾아 나서는 엄마 역시 큰 위험에 처하게 되는데… 과연, 헤어진 엄마 까투리와 꺼병이 4남매는 무사히 새 집에 도착할 수 있을까?",3574,3174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50925523
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220718_12%2F1658128766416w53JA_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['애니메이션'],소토자키 하루오,하나에 나츠키,"꺽쇠 까마귀가 일러준 다음 임무지는 남남동. 임무로 향하는 도중 탄지로는 최종 선별에서 만난 동기 검사인 아가츠마 젠이츠를 우연히 만난다. 젠이츠의 소극적인 태도에 애를 태우면서, 탄지로는 산의 오지에 있는 저택에 다다른다. 그곳에는 장구로 저택을 변화시킬 수 있는 능력을 가진 혈귀의 모습이 보이고, 심지어 멧돼지 얼굴의 기괴한 남자가 나타나는데…",3550,3150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509248
https://search.pstatic.net/common?type=ofullfill&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20200526_84%2F1590459905509l294R_PNG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['드라마', '가족']",임승현,전봉석,"어린 부부 '한결'과 '고운'은 아들 '우림'과 함께 찜질방을 전전하며 살고 있다. 어느 날, 우림이 크게 다치게 되고 한결은 병원비를 구하기 위해 배달 일을 하며 알게 된 할머니의 빈집으로 들어선다.",3576,3176,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5787814
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220811_155%2F1660204720380BuS9q_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['드라마'],정원희,김용지,"자신에게 집착하는 엄마 때문에 전부였던 음악을 놓아버린 DJ 이나 길을 걷다 우연히 들려온 비트에 디제잉을 다시 하기로 결심하고 베를린에 갈 수 있는 오디션에 참가하는데... ""두려워도 도망치진 않을 거야""",3577,3177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5787817
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220816_300%2F1660612865141oS5Ac_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['미스터리', '드라마', '범죄', '스릴러']",안드로,변동욱,"남쪽 끝 바닷가 마을. 성당의 고해소에서 여자 신부가 권태로운 표정을 짓고 있다. 신자들의 지루한 고백들만 이어지던 어느날, 갑작스런 사망 사건을 시작으로 마을 전체가 죄악으로 물들기 시작한다.",3578,3178,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0.4663035
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220819_30%2F1660886823309nW5z7_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['코미디', '공포']",홍태선,정진운,"귀신 보는 것이 유일한 스펙인 신입 FD ‘태민’(정진운)은 어렵게 취업한 스튜디오에서 야간 순찰을 돌던 중 갈 곳 없는 붙박이 귀신 ‘콩이’(안서현)를 만나게 된다. 눈만 마주쳤다 하면 티격태격하던 일상 속 어느 날, 이들의 유일한 일자리이자 잠자리인 스튜디오에 원인을 알 수 없는 미스터리한 사건들이 발생하는데… 귀신 보는 신입 FD X 갈 곳 없는 붙박이 귀신 일자리와 잠자리 사수를 위한 좌충우돌 팀플레이가 시작된다!",3579,3179,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.584171
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220817_49%2F1660707762162dUYV7_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"['액션', '범죄']",김홍선,서인국,"동남아시아로 도피한 인터폴 수배자들을 이송할 움직이는 교도소 ‘프론티어 타이탄’. 극악무도한 이들과 베테랑 형사들이 필리핀 마닐라 항구에 모이고 탈출을 꿈꾸는 종두(서인국), 한국으로 돌아가야만 하는 도일(장동윤)을 비롯해 이들은 각자의 목적과 경계심을 품고 탑승한다. 한국으로 향하던 중, 태평양 한 가운데에서 이들에게는 지금까지 보지 못한 극한의 상황과 마주하게 되는데… 태평양 한 가운데의 지옥, 누가 살아남을 것인가?",3581,3181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.51248986
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220819_48%2F1660898908623UcbMA_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['코미디'],이연우,송새벽,모든 것을 잃고 15년 만에 고향으로 내려오게 된 무명 개그맨 ‘기세’(송새벽)가 거대 조직의 보스가 되면서 벌어지는 이야기,3582,3182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5092576
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220818_98%2F1660803311584oTnb9_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['드라마'],이재원,서현우,돈이 미치게 필요한 태균 돈이 든 자동차를 잃어버린 태민 돈은 중요하지 않은 미영 전당포에 저당 잡힌 ‘썬더버드’ 속 돈뭉치를 찾아야 하는 세 사람. 차만 찾으면 모든 게 해결될 것 같았지만 예기치 못한 사건들이 터지며 상황이 점점 꼬이기만 하는데… 숨 쉴 틈없이 몰아치는 스타일리쉬 현실 느와르가 온다!,3583,3183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.57878345
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220818_181%2F1660812194174nlFE8_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['드라마'],김종관,강진아,"중년의 여인이 무주 시외버스 터미널에서 내린다. 그녀는 마을길을 지나 숲으로 들어간다. 숲 어디선가 방울 소리가 들리고 여인은 자신이 목적지에 도착했음을 느낀다. 여인은 죽음 너머 삶의 흔적들을 찾기 시작한다. 한편, 서울에서 학교를 마치고 고향인 무주로 돌아와, 군청에서 일하며 혼자가 된 엄마와 살고 있는 민재. 엄마는 민재가 다시 고향으로 돌아온 것이 못마땅하다. 민재의 오랜 고향 친구이자 애인인 태규는 편찮으신 할머니를 간병하며 조부모의 오래된 집을 지키면서 살고 있다. 어느 날 한동안 연락이 끊겼던 대학 친구 경윤이 민재를 찾아온다. 떠난 사람들과 남은 사람들 그리고 다시 돌아온 사람들. 당신을 위로할 두 가지 아름다운 이야기",3584,3184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.57878375
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20210917_51%2F16318469030588De7A_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['드라마'],손영호,류진석,"2004년 미국 이라크 전쟁 중, 복음 선교하러 이라크 팔루자 현지에서 체포 억류되었다가 구사일생 다섯 번 생환되었던 선교사 목사의 놀라운 구세주 실화!",3585,3185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.57878405
https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220718_223%2F1658127944284HlOYl_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,['애니메이션'],소토자키 하루오,하나에 나츠키,"‘탄지로’와 ‘네즈코’, ‘젠이츠’, ‘이노스케’는 귀살대원들의 실종사건을 조사하기 위해 나타구모 산으로 향한다. 심상치 않은 기운의 나타구모 산에 도착한 ‘탄지로’ 일행은 그곳에서 거미줄에 의해 조종당하고 있는 귀살대원들과 싸우다 뿔뿔이 흩어지고 만다. 사실 그곳은 산 전체가 혈귀 거미 가족에 의해 통제되고 있었다! 게다가, ‘네즈코’를 노리는 ‘십이귀월’의 등장으로 ‘탄지로’는 절체절명의 위기에 빠지게 되는데... 가짜 ‘인연’으로 엮어진 혈귀 가족 vs. 진짜 ‘인연’으로 엮인 ‘탄지로’와 ‘네즈코’ 남매! 과연, ‘탄지로’는 ‘십이귀월’에게서 ‘네즈코’를 지킬 수 있을까? 우리의 인연은 누구도 갈라놓지 못해!",3550,3150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509248
